"","file","locus_tag","ftype","length_bp","gene","gene2","gene3","product","product2","product3"
"165","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00145","CDS",648,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"166","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00165","CDS",231,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"167","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00200","CDS",444,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"168","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00226","CDS",606,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"169","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00252","CDS",606,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"170","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00253","CDS",1641,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"171","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00254","CDS",690,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"172","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00266","CDS",531,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"173","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00279","CDS",1347,"dcuA","dcuA","","Anaerobic C4-dicarboxylate transporter DcuA","anaerobic C4-dicarboxylate transporter","anaerobic C4-dicarboxylate transporter"
"174","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00280","CDS",1311,"gltP","dctA","","Proton/glutamate-aspartate symporter","C4-dicarboxylate transport protein","cation:dicarboxylase symporter family transporter"
"175","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00281","CDS",681,"","","","Aspartate racemase","amino acid recemase","aspartate/glutamate racemase family protein"
"176","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00306","CDS",2331,"hypF","hypF","hypF","Carbamoyltransferase HypF","carbamoyltransferase","carbamoyltransferase HypF"
"177","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00326","CDS",1980,"fyuA","fyuA","fyuA","Pesticin receptor","Pesticin receptor","Pesticin receptor"
"178","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00327","CDS",1011,"","chuD_1","","putative protein","hemin uptake system substrate-binding protein","ABC transporter substrate-binding protein"
"179","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00328","CDS",765,"","chuC_1","","putative ABC transporter ATP-binding protein","hemin uptake ABC transporter ATP-binding protein","ABC transporter ATP-binding protein"
"180","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00343","CDS",204,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"181","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00348","CDS",870,"xerC","xerC","xerC","Tyrosine recombinase XerC","Tyrosine recombinase XerC","Tyrosine recombinase XerC"
"182","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00349","CDS",1335,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"183","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00350","CDS",1149,"sctC_1","sctC","sctC","Type 3 secretion system secretin","Type 3 secretion system secretin","Type 3 secretion system secretin"
"184","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00351","CDS",1089,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"185","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00352","CDS",402,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"186","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00353","CDS",1455,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"187","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00354","CDS",225,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"188","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00355","CDS",387,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"189","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00356","CDS",213,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"190","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00357","CDS",471,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"191","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00358","CDS",234,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"192","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00388","CDS",213,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"193","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00435","CDS",738,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"194","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00437","CDS",261,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"195","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00444","CDS",738,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"196","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00448","CDS",2076,"cstA","cstA","","Peptide transporter CstA","integral membrane protein","carbon starvation protein A"
"197","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00449","CDS",195,"","","kcuS","hypothetical protein","hypothetical protein","KCU-star family selenoprotein"
"198","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00482","CDS",987,"","","","ATP/GTP phosphatase","ATP/GTP phosphatase","ATP/GTP phosphatase"
"199","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00483","CDS",549,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"200","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00486","CDS",738,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"201","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00538","CDS",648,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"202","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00547","CDS",942,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"203","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00553","CDS",630,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"204","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00575","CDS",2436,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"205","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00600","CDS",93,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"206","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00607","CDS",1080,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"207","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00634","CDS",6339,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"208","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00636","CDS",549,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"209","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00638","CDS",744,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"210","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00650","CDS",717,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"211","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00651","CDS",321,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"212","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00652","CDS",189,"","","","hypothetical protein","H-T-H containing protein","hypothetical protein"
"213","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00692","CDS",1068,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"214","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00736","CDS",195,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"215","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00737","CDS",438,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"216","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00771","CDS",708,"artQ","","","Arginine transport system permease protein ArtQ","amino acid ABC transporter permease","amino acid ABC transporter permease"
"217","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00774","CDS",729,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"218","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00791","CDS",969,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"219","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00798","CDS",1026,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"220","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00800","CDS",3342,"ycf3","ycf3","ycf3","Photosystem I assembly protein Ycf3","Photosystem I assembly protein Ycf3","Photosystem I assembly protein Ycf3"
"221","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00832","CDS",801,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"222","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00833","CDS",1041,"pglH","pglH","pglH","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase","GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase"
"223","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00834","CDS",996,"epsJ_1","epsJ_1","epsJ_1","putative glycosyltransferase EpsJ","putative glycosyltransferase EpsJ","putative glycosyltransferase EpsJ"
"224","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00835","CDS",1023,"epsJ_2","epsJ_2","epsJ_2","putative glycosyltransferase EpsJ","putative glycosyltransferase EpsJ","putative glycosyltransferase EpsJ"
"225","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00836","CDS",204,"arnC","arnC","arnC","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
"226","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00837","CDS",789,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"227","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00838","CDS",978,"epsH_1","epsH_1","epsH_1","Putative glycosyltransferase EpsH","Putative glycosyltransferase EpsH","Putative glycosyltransferase EpsH"
"228","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00839","CDS",996,"epsH_2","epsH_2","epsH_2","Putative glycosyltransferase EpsH","Putative glycosyltransferase EpsH","Putative glycosyltransferase EpsH"
"229","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00840","CDS",1461,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"230","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00841","CDS",1047,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"231","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00842","CDS",438,"tarD","tarD","tarD","Glycerol-3-phosphate cytidylyltransferase","Glycerol-3-phosphate cytidylyltransferase","Glycerol-3-phosphate cytidylyltransferase"
"232","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00843","CDS",1293,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"233","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00852","CDS",1071,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"234","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00866","CDS",735,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"235","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00880","CDS",399,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"236","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00892","CDS",1284,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"237","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00942","CDS",906,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"238","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00965","CDS",1434,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"239","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00966","CDS",126,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"240","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00967","CDS",975,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"241","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00968","CDS",990,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"242","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00998","CDS",108,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"243","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_00999","CDS",807,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"244","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01007","CDS",498,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"245","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01067","CDS",147,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"246","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01068","CDS",378,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"247","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01090","CDS",687,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"248","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01091","CDS",468,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"249","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01102","CDS",297,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"250","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01120","CDS",813,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"251","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01123","CDS",879,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"252","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01137","CDS",93,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"253","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01138","CDS",696,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"254","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01162","CDS",471,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"255","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01163","CDS",306,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"256","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01169","CDS",537,"","","","hypothetical protein","hypothetical protein","purine-nucleoside phosphorylase"
"257","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01174","CDS",216,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"258","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01196","CDS",312,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"259","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01219","CDS",648,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"260","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01220","CDS",1530,"egtB","egtB","egtB","Hercynine oxygenase","Hercynine oxygenase","Hercynine oxygenase"
"261","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01237","CDS",747,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"262","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01239","CDS",780,"artI","hisJ_2","","Putative ABC transporter arginine-binding protein 2","histidine-binding protein","basic amino acid ABC transporter substrate-binding protein"
"263","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01266","CDS",780,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"264","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01302","CDS",615,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"265","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01303","CDS",570,"gmk_2","gmk_2","gmk_2","Guanylate kinase","Guanylate kinase","Guanylate kinase"
"266","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01304","CDS",1050,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"267","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01305","CDS",939,"","","","Formate dehydrogenase","Formate dehydrogenase","Formate dehydrogenase"
"268","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01309","CDS",546,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"269","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01349","CDS",537,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"270","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01362","CDS",459,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"271","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01441","CDS",819,"glnH_3","cjaA_3","","ABC transporter glutamine-binding protein GlnH","amino acid transporter substrate-binding protein","cysteine ABC transporter substrate-binding protein"
"272","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01451","CDS",774,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"273","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01490","CDS",462,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"274","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01494","CDS",666,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"275","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01514","CDS",837,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"276","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01521","CDS",669,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
"277","JMF18_spades_pomoxis_polished_min2000.tsv","KHAFFMAE_01539","CDS",1185,"","","","hypothetical protein","hypothetical protein","hypothetical protein"
