"genome1","gene1","genome2","gene2","pident_nucl","palign_nucl"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00410","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00688","96.329","89.4175363739453"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00410","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00688","91.854","53.5231313306041"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00410","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00688","91.854","52.3850160487421"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00410","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00688","87.379","16.4906110054008"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00411","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00687","96.497","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00412","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00686","95.055","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00413","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00685","98.354","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00414","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00684","96.337","100.039401103231"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00415","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00683","97.569","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00416","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00682","99.322","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00417","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00681","96","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00418","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00680","97.374","100.219298245614"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00419","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00679","95.115","100.152905198777"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00420","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00678","91.5825","92.2369592929219"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00421","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00677","99.333","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00422","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00676","95.745","100.328407224959"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00423","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00675","97.315","98.6754966887417"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00424","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00674","95.623","100.132802124834"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00425","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00673","95.125","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00426","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00672","97.868","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00427","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00671","96.324","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00428","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00670","96.262","100.116959064327"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00431","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00669","92.608","97.7170465213418"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00432","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00668","97.362","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00433","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00667","96.743","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00434","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00666","98.672","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00435","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00665","98.101","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00436","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00664","95.871","100.089847259659"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00437","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00663","99.625","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00438","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00662","96.345","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00439","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00661","94.033","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00440","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00660","94.444","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00441","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00659","95.759","100.040799673603"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00442","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00658","97.765","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00443","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00657","95.708","100.085910652921"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00444","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00656","98.63","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00445","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00655","95.553","100.033704078193"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00446","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00654","96.911","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00447","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00653","96.434","99.7037037037037"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00451","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00649","97.552","98.1660713599877"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00452","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00648","97.664","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00453","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00647","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00454","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00646","98.05","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00455","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00645","96.616","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00456","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00644","97.368","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00457","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00643","99.324","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00458","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00642","98.264","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00459","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00641","97.352","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00460","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00640","97.068","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00461","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00639","96.4","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00463","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00637","83.283","101.702341137124"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00464","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00636","93.365","41.1959244080146"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00465","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00635","94.63","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00466","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00634","80.2045","51.3269390039681"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00466","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00634","81.772","26.5359625092529"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00466","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00634","81.7655","26.1266184911476"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00466","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00634","83.333","1.33564199643234"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00467","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00633","99.608","97.7011494252874"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00468","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00632","99.07","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00469","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00631","99.55","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00470","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00630","98.718","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00471","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00629","97.15","100.051840331778"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00472","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00628","98.106","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00479","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00627","96.676","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00480","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00626","96.391","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00481","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00625","94.949","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00482","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00624","89.848","100.254452926209"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00483","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00623","97.758","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00484","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00622","97.348","99.5120972365554"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00485","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00621","99.6","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00486","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00620","98.725","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00487","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00619","97.917","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00488","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00618","96.815","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00489","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00617","98.01","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00490","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00616","98.333","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00491","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00615","98.068","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00492","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00614","95.958","100.087950747581"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00493","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00613","95.72","100.232187217706"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00494","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00612","97.231","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00495","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00611","99.634","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00496","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00610","97.08","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00497","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00609","96.857","100.286532951289"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00498","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00608","96.939","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00500","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00606","98.198","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00501","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00605","99.593","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00502","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00604","98.099","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00503","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00603","97.115","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00504","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00602","97.416","100.079239302694"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00505","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00601","97.142","80.0751856790893"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00506","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00600","95.122","24.3284065163448"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00508","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00599","97.835","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00509","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00598","97.345","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00510","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00597","96.454","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00511","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00596","98.007","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00512","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00595","96.844","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00513","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00594","96.552","100.276625172891"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00514","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00593","96.546","100.103199174407"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00515","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00592","97.199","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00516","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00591","95.352","100.208695778242"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00517","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00590","96.244","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00518","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00589","95.503","100.10718113612"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00519","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00588","98.065","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00520","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00587","91.421","100.514800514801"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00521","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00586","95.522","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00522","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00585","99.446","99.4490358126722"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00523","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00584","95.48","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00524","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00583","93.925","99.4192799070848"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00525","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00582","92.696","100.468384074941"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00526","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00581","91.195","99.7696771050184"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00527","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00580","98.297","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00528","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00579","95.962","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00529","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00578","98.446","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00530","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00577","97.816","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00531","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00576","93.805","98.1552216846334"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00533","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00574","93.401","100.0777000777"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00534","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00573","100","99.2536364139152"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00535","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00572","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00536","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00571","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00537","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00570","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00538","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00569","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00539","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00568","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00540","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00567","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00541","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00566","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00542","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00565","97.879","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00543","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00564","97.586","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00544","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00563","97.633","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00545","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00562","86.885","81.475340509896"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00546","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00560","95.793","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00547","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00559","95.357","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00548","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00558","96.353","100.771604938272"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00549","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00557","98.519","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00550","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00556","97.313","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00551","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00555","94.151","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00552","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00554","96.714","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00554","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00552","98.173","99.8926462694579"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00556","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00551","98.689","94.9494949494949"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00557","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00550","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00558","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00549","99.253","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00559","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00548","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00560","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00547","96.552","62.3544265631478"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00560","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00547","98.276","43.4053819771605"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00560","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00547","98.276","44.7508762672898"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00560","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00547","100","25.8018316813025"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00561","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00546","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00562","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00545","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00563","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00544","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00564","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00543","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00565","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00542","99.785","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00567","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00540","96.485","100.049529470035"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00568","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00539","87.864","52.6189078097475"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00569","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00538","96.405","46.5840840840841"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00570","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00537","97.964","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00571","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00536","96.814","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00572","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00535","97.486","99.4444444444444"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00573","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00534","95.349","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00574","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00533","98.944","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00575","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00532","97.993","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00576","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00531","97.143","100.204498977505"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00577","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00530","97.872","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00578","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00529","93.75","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00579","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00528","97.315","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00580","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00527","98.148","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00581","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00526","98.437","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00582","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00525","96.135","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00583","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00524","98.539","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00584","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00523","95.03","100.257731958763"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00585","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00522","98.095","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00586","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00521","97.98","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00587","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00520","96.9755","100.027502750275"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00588","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00519","93.422","100.505050505051"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00589","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00518","97.222","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00590","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00517","97.588","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00591","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00516","98.273","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00592","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00515","97.284","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00593","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00514","92.953","92.4050998038537"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00594","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00513","88.148","100.89888996139"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00595","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00512","95.122","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00596","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00511","95.745","100.193798449612"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00597","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00510","96.325","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00598","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00509","92.825","87.5982042648709"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00600","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00508","95.575","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00601","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00507","97.201","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00602","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00506","95.293","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00603","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00505","98.241","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00604","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00504","94.77","100.103680663556"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00605","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00503","95.355","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00606","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00502","99.359","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00607","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00501","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00608","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00500","98.969","100"
